Chromophore,Solvent,Quantum yield
[NH2+]=C1C=CC2=C(C3=CC=C(CN4CCCC4)C=C3)C5=C(C=C(N(C)C)C=C5)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(OC4=CC=CC=C4)C=C3)C5=C(C=C(N(C)C)C=C5)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(C=CC=C4)=C4C=C3)C5=C(C=C(N(C)C)C=C5)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(SC)C=C3)C4=C(C=C(N(C)C)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(C4=CC=CC=C4)C=C3)C5=C(C=C(N(C)C)C=C5)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(F)C=C3)C4=C(C=C(N5CCCCC5)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC4=C(C=C(OC)C=C4)C=C3)C5=C(C=C(N5CCCCC5)C=C5)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=CC=C3)C4=C(C=C(N5CCCCC5)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(C)=CC(C)=C3)C4=C(C=C(N5CCCCC5)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(OC)=CC=C3)C4=C(C=C(N5CCCCC5)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(OCO4)=C4C=C3)C5=C(C=C(N5CCCCC5)C=C5)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(F)=CC=C3)C4=C(C=C(N5CCCCC5)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(N(C)C)C=C3)C4=C(C=C(N5CCCCC5)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(Cl)=CC=C3)C4=C(C=C(N5CCCCC5)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(C4OCCCO4)C=C3)C5=C(C=C(N5CCCCC5)C=C5)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(CN4CCC5(OCCO5)CC4)C=C3)C6=C(C=C(N5CCCCC5)C=C6)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(C)C=C3)C4=C(C=C(N5CCCCC5)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(OC)=C(OC)C=C3)C4=C(C=C(N5CCCCC5)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(C)=C(OC)C(C)=C3)C4=C(C=C(N5CCCCC5)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(F)C(C)=C3)C4=C(C=C(N5CCCCC5)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(F)C(C)=C3)C4=C(C=C(N5CCCCC5)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(CCC)C=C3)C4=C(C=C(N5CCCCC5)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(OC)C=C3)C4=C(C=C(N5CCCCC5)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(CN4CCOCC4)=CC=C3)C5=C(C=C(N5CCCCC5)C=C5)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(CN4CCCCC4)=CC=C3)C5=C(C=C(N5CCCCC5)C=C5)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(CN4CCCCC4)C=C3)C5=C(C=C(N5CCCCC5)C=C5)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(OC4=CC=CC=C4)C=C3)C5=C(C=C(N5CCCCC5)C=C5)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(C=CC=C4)=C4C=C3)C5=C(C=C(N5CCCCC5)C=C5)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(SC)C=C3)C4=C(C=C(N5CCCCC5)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(C4=CC=CC=C4)C=C3)C5=C(C=C(N5CCCCC5)C=C5)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC4=C(C=C(OC)C=C4)C=C3)C5=C(C=C(O)C=C5)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(OC)=CC=C3)C4=C(C=C(O)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(OCO4)=C4C=C3)C5=C(C=C(O)C=C5)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(C)C=C3)C4=C(C=C(O)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(C)=C(OC)C(C)=C3)C4=C(C=C(O)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(F)C(C)=C3)C4=C(C=C(O)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(CCC)C=C3)C4=C(C=C(O)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(C=CC=C4)=C4C=C3)C5=C(C=C(O)C=C5)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(SC)C=C3)C4=C(C=C(O)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(C4=CC=CC=C4)C=C3)C5=C(C=C(O)C=C5)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(F)C=C3)C4=C(C=C(N(C)C)C=C4)N(C)C2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(Cl)=C(F)C=C3)C4=C(C=C(N(C)C)C=C4)N(C)C2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC4=C(C=C(OC)C=C4)C=C3)C5=C(C=C(N(C)C)C=C5)N(C)C2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(C(C)(C)C)C=C3)C4=C(C=C(N(C)C)C=C4)N(C)C2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=CC=C3)C4=C(C=C(N(C)C)C=C4)N(C)C2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(C)=CC(C)=C3)C4=C(C=C(N(C)C)C=C4)N(C)C2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(OC)=CC=C3)C4=C(C=C(N(C)C)C=C4)N(C)C2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(OCO4)=C4C=C3)C5=C(C=C(N(C)C)C=C5)N(C)C2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(F)=CC=C3)C4=C(C=C(N(C)C)C=C4)N(C)C2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(N(C)C)C=C3)C4=C(C=C(N(C)C)C=C4)N(C)C2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(Cl)=CC=C3)C4=C(C=C(N(C)C)C=C4)N(C)C2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(C4OCCCO4)C=C3)C5=C(C=C(N(C)C)C=C5)N(C)C2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(C)C=C3)C4=C(C=C(N(C)C)C=C4)N(C)C2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(OC)=C(OC)C=C3)C4=C(C=C(N(C)C)C=C4)N(C)C2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(C)=C(OC)C(C)=C3)C4=C(C=C(N(C)C)C=C4)N(C)C2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(F)C(C)=C3)C4=C(C=C(N(C)C)C=C4)N(C)C2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(F)C(C)=C3)C4=C(C=C(N(C)C)C=C4)N(C)C2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(CCC)C=C3)C4=C(C=C(N(C)C)C=C4)N(C)C2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(OC)C=C3)C4=C(C=C(N(C)C)C=C4)N(C)C2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(OC4=CC=CC=C4)C=C3)C5=C(C=C(N(C)C)C=C5)N(C)C2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(C=CC=C4)=C4C=C3)C5=C(C=C(N(C)C)C=C5)N(C)C2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(SC)C=C3)C4=C(C=C(N(C)C)C=C4)N(C)C2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(C4=CC=CC=C4)C=C3)C5=C(C=C(N(C)C)C=C5)N(C)C2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(F)C=C3)C4=C(C=C(NCC)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=CC=C3)C4=C(C=C(NCC)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(C)=CC(C)=C3)C4=C(C=C(NCC)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(OC)=CC=C3)C4=C(C=C(NCC)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(F)=CC=C3)C4=C(C=C(NCC)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(Cl)=CC=C3)C4=C(C=C(NCC)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(C4OCCCO4)C=C3)C5=C(C=C(NCC)C=C5)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(C)C=C3)C4=C(C=C(NCC)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(C)=C(OC)C(C)=C3)C4=C(C=C(NCC)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(F)C(C)=C3)C4=C(C=C(NCC)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(OC)C=C3)C4=C(C=C(NCC)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(OC4=CC=CC=C4)C=C3)C5=C(C=C(NCC)C=C5)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(C=CC=C4)=C4C=C3)C5=C(C=C(NCC)C=C5)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(SC)C=C3)C4=C(C=C(NCC)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(C4=CC=CC=C4)C=C3)C5=C(C=C(NCC)C=C5)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(F)C=C3)C4=C(C=C(N)C=C4)SC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(C=CC=C4)=C4C5=C3C=CC=C5)C6=C(C=C(N)C=C6)SC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC4=C(C=C(OC)C=C4)C=C3)C5=C(C=C(N)C=C5)SC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(C(C)(C)C)C=C3)C4=C(C=C(N)C=C4)SC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=CC=C3)C4=C(C=C(N)C=C4)SC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(C)=CC(C)=C3)C4=C(C=C(N)C=C4)SC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(OC)=CC=C3)C4=C(C=C(N)C=C4)SC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(OCO4)=C4C=C3)C5=C(C=C(N)C=C5)SC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(F)=CC=C3)C4=C(C=C(N)C=C4)SC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(N(C)C)C=C3)C4=C(C=C(N)C=C4)SC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(Cl)=CC=C3)C4=C(C=C(N)C=C4)SC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(C4OCCCO4)C=C3)C5=C(C=C(N)C=C5)SC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(CN4CCC5(OCCO5)CC4)C=C3)C6=C(C=C(N)C=C6)SC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(C)C=C3)C4=C(C=C(N)C=C4)SC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(C)=C(OC)C(C)=C3)C4=C(C=C(N)C=C4)SC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(F)C(C)=C3)C4=C(C=C(N)C=C4)SC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(CCC)C=C3)C4=C(C=C(N)C=C4)SC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(OC)C=C3)C4=C(C=C(N)C=C4)SC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(OC4=CC=CC=C4)C=C3)C5=C(C=C(N)C=C5)SC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(OC4CCCCO4)C=C3)C5=C(C=C(N)C=C5)SC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(C=CC=C4)=C4C=C3)C5=C(C=C(N)C=C5)SC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(C4=CC=CC=C4)C=C3)C5=C(C=C(N)C=C5)SC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(F)C=C3)C4=C(C5=C(NC(C)(C)C=C5C)C=C4)OC2=C1,O,
CC(C)(NC1=C2C(OC3=CC4=[NH2+])=C(C(C5=CC=CC=C5)=C3C=C4)C=C1)C=C2C,O,
CC(C)(NC1=C2C(OC3=CC4=[NH2+])=C(C(C5=CC(C)=CC(C)=C5)=C3C=C4)C=C1)C=C2C,O,
CC(C)(NC1=C2C(OC3=CC4=[NH2+])=C(C(C5=CC(OC)=CC=C5)=C3C=C4)C=C1)C=C2C,O,
CC(C)(NC1=C2C(OC3=CC4=[NH2+])=C(C(C5=CC6=C(OCO6)C=C5)=C3C=C4)C=C1)C=C2C,O,
CC(C)(NC1=C2C(OC3=CC4=[NH2+])=C(C(C5=CC=CC(F)=C5)=C3C=C4)C=C1)C=C2C,O,
CC(C)(NC1=C2C(OC3=CC4=[NH2+])=C(C(C5=CC=CC(Cl)=C5)=C3C=C4)C=C1)C=C2C,O,
CC(C)(NC1=C2C(OC3=CC4=[NH2+])=C(C(C5=CC=C(C6OCCCO6)C=C5)=C3C=C4)C=C1)C=C2C,O,
CC(C)(NC1=C2C(OC3=CC4=[NH2+])=C(C(C5=CC=C(CN6CCC7(OCCO7)CC6)C=C5)=C3C=C4)C=C1)C=C2C,O,
CC(C)(NC1=C2C(OC3=CC4=[NH2+])=C(C(C5=CC=C(C)C=C5)=C3C=C4)C=C1)C=C2C,O,
CC(C)(NC1=C2C(OC3=CC4=[NH2+])=C(C(C5=CC(C)=C(OC)C(C)=C5)=C3C=C4)C=C1)C=C2C,O,
CC(C)(NC1=C2C(OC3=CC4=[NH2+])=C(C(C5=CC(C)=C(F)C=C5)=C3C=C4)C=C1)C=C2C,O,
[NH2+]=C1C=CC2=C(C3=CC=C(OC)C=C3)C4=C(C5=C(NC(C)(C=C5C)C)C=C4)OC2=C1,O,
CC(NC1=C2C(O3)=C(C=C1)C(C4=CC=CC(CN5CCCCC5)=C4)=C(C=C6)C3=CC6=[NH2+])(C=C2C)C,O,
CC(C)(NC1=C2C(OC3=CC4=[NH2+])=C(C(C5=CC=C(CN6CCCCC6)C=C5)=C3C=C4)C=C1)C=C2C,O,
[NH2+]=C1C=CC2=C(C3=C(OC2=C1)C4=C(C=C3)NC(C)(C)C=C4C)C5=CC=C(C=C5)OC6=CC=CC=C6,O,
[NH2+]=C1C=CC2=C(C3=C(OC2=C1)C4=C(C=C3)NC(C)(C)C=C4C)C5=CC=C6C=CC=CC6=C5,O,
[NH2+]=C1C=CC2=C(C3=C(OC2=C1)C4=C(C=C3)NC(C=C4C)(C)C)C5=CC=C(C=C5)SC,O,
CC(C)(NC1=C2C(OC3=CC4=[NH2+])=C(C(C5=CC=C(C6=CC=CC=C6)C=C5)=C3C=C4)C=C1)C=C2C,O,
[NH2+]=C1C=CC2=C(C3=CC=C(F)C=C3)C4=C(C=C(N(CCCC)CCCC)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC4=C(C=C(OC)C=C4)C=C3)C5=C(C=C(N(CCCC)CCCC)C=C5)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(C(C)(C)C)C=C3)C4=C(C=C(N(CCCC)CCCC)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=CC=C3)C4=C(C=C(N(CCCC)CCCC)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(C)=CC(C)=C3)C4=C(C=C(N(CCCC)CCCC)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(OC)=CC=C3)C4=C(C=C(N(CCCC)CCCC)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(OCO4)=C4C=C3)C5=C(C=C(N(CCCC)CCCC)C=C5)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(F)=CC=C3)C4=C(C=C(N(CCCC)CCCC)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=C(OC2=C1)C=C(C=C3)N(CCCC)CCCC)C4=CC=C(C=C4)N(C)C,O,
[NH2+]=C1C=CC2=C(C3=CC=C(C)C=C3)C4=C(C=C(N(CCCC)CCCC)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(C)=C(OC)C(C)=C3)C4=C(C=C(N(CCCC)CCCC)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(F)C(C)=C3)C4=C(C=C(N(CCCC)CCCC)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(CCC)C=C3)C4=C(C=C(N(CCCC)CCCC)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(OC)C=C3)C4=C(C=C(N(CCCC)CCCC)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(CN4CCOCC4)=CC=C3)C5=C(C=C(N(CCCC)CCCC)C=C5)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(CN4CCCCC4)=CC=C3)C5=C(C=C(N(CCCC)CCCC)C=C5)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(CN4CCCCC4)C=C3)C5=C(C=C(N(CCCC)CCCC)C=C5)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(OC4=CC=CC=C4)C=C3)C5=C(C=C(N(CCCC)CCCC)C=C5)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(C=CC=C4)=C4C=C3)C5=C(C=C(N(CCCC)CCCC)C=C5)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(SC)C=C3)C4=C(C=C(N(CCCC)CCCC)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(C4=CC=CC=C4)C=C3)C5=C(C=C(N(CCCC)CCCC)C=C5)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=C(N(C)C2=C1)C4=C(C=C3)NC(C)(C=C4C)C)C5=CC=C(C=C5)F,O,
CC(C)(NC1=C2C(N(C)C3=CC4=[NH2+])=C(C(C5=CC(Cl)=C(F)C=C5)=C3C=C4)C=C1)C=C2C,O,
CC(C)(NC1=C2C(N(C)C3=CC4=[NH2+])=C(C(C5=CC(F)=C(F)C(F)=C5)=C3C=C4)C=C1)C=C2C,O,
CC(C)(NC1=C2C(N(C)C3=CC4=[NH2+])=C(C(C5=CC=C(C=C(OC)C=C6)C6=C5)=C3C=C4)C=C1)C=C2C,O,
CC(C)(NC1=C2C(N(C)C3=CC4=[NH2+])=C(C(C5=CC=C(C(C)(C)C)C=C5)=C3C=C4)C=C1)C=C2C,O,
CC(C)(NC1=C2C(N(C)C3=CC4=[NH2+])=C(C(C5=CC=CC=C5)=C3C=C4)C=C1)C=C2C,O,
CC(C)(NC1=C2C(N(C)C3=CC4=[NH2+])=C(C(C5=CC(C)=CC(C)=C5)=C3C=C4)C=C1)C=C2C,O,
CC(C)(NC1=C2C(N(C)C3=CC4=[NH2+])=C(C(C5=CC(OC)=CC=C5)=C3C=C4)C=C1)C=C2C,O,
CC(C)(NC1=C2C(N(C)C3=CC4=[NH2+])=C(C(C5=CC6=C(OCO6)C=C5)=C3C=C4)C=C1)C=C2C,O,
CC(C)(NC1=C2C(N(C)C3=CC4=[NH2+])=C(C(C5=CC=CC(F)=C5)=C3C=C4)C=C1)C=C2C,O,
CC(C)(NC1=C2C(N(C)C3=CC4=[NH2+])=C(C(C5=CC=C(C)C=C5)=C3C=C4)C=C1)C=C2C,O,
CC(C)(NC1=C2C(N(C)C3=CC4=[NH2+])=C(C(C5=CC(C)=C(OC)C(C)=C5)=C3C=C4)C=C1)C=C2C,O,
CC(C)(NC1=C2C(N(C)C3=CC4=[NH2+])=C(C(C5=CC(C)=C(F)C=C5)=C3C=C4)C=C1)C=C2C,O,
CC(C1=C2C=CC(C(C3=CC=CS3)=C4C=C5)=C1OC4=CC5=[NH2+])=CC(N2)(C)C,O,
CC(C)(NC1=C2C(N(C)C3=CC4=[NH2+])=C(C(C5=CC=C(CCC)C=C5)=C3C=C4)C=C1)C=C2C,O,
[NH2+]=C1C=CC2=C(C3=C(N(C)C2=C1)C4=C(C=C3)NC(C=C4C)(C)C)C5=CC=C(C=C5)OC,O,
CC(C=C1C)(C)NC2=C1C(N(C)C3=CC4=[NH2+])=C(C(C5=CC=CC(CN6CCOCC6)=C5)=C3C=C4)C=C2,O,
CC(C=C1C)(C)NC2=C1C(N(C)C3=CC4=[NH2+])=C(C(C5=CC=CC(CN6CCCCC6)=C5)=C3C=C4)C=C2,O,
CC(C)(NC1=C2C(N(C)C3=CC4=[NH2+])=C(C(C5=CC=C(CN6CCCCC6)C=C5)=C3C=C4)C=C1)C=C2C,O,
[NH2+]=C1C=CC2=C(C3=C(N(C)C2=C1)C4=C(C=C3)NC(C)(C)C=C4C)C5=CC=C(C=C5)OC6=CC=CC=C6,O,
[NH2+]=C1C=CC2=C(C3=C(N(C)C2=C1)C4=C(C=C3)NC(C)(C)C=C4C)C5=CC=C6C=CC=CC6=C5,O,
[NH2+]=C1C=CC2=C(C3=C(N(C)C2=C1)C4=C(C=C3)NC(C=C4C)(C)C)C5=CC=C(C=C5)SC,O,
CC(C)(NC1=C2C(N(C)C3=CC4=[NH2+])=C(C(C5=CC=C(C6=CC=CC=C6)C=C5)=C3C=C4)C=C1)C=C2C,O,
[NH2+]=C1C=CC2=C(C3=CC4=C(C=C(OC)C=C4)C=C3)C5=C(C=C(N(CC)CC)C=C5)NC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(OC)=CC=C3)C4=C(C=C(N(CC)CC)C=C4)NC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(C)C=C3)C4=C(C=C(N(CC)CC)C=C4)NC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(F)C(C)=C3)C4=C(C=C(N(CC)CC)C=C4)NC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(C=CC=C4)=C4C=C3)C5=C(C=C(N(CC)CC)C=C5)NC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(F)C=C3)C4=C(C=C(N(CC)CCCN(C)C)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(Cl)=C(F)C=C3)C4=C(C=C(N(CC)CCCN(C)C)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC4=C(C=C(OC)C=C4)C=C3)C5=C(C=C(N(CC)CCCN(C)C)C=C5)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(C(C)(C)C)C=C3)C4=C(C=C(N(CC)CCCN(C)C)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=CC=C3)C4=C(C=C(N(CC)CCCN(C)C)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(C)=CC(C)=C3)C4=C(C=C(N(CC)CCCN(C)C)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(OC)=CC=C3)C4=C(C=C(N(CC)CCCN(C)C)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(OCO4)=C4C=C3)C5=C(C=C(N(CC)CCCN(C)C)C=C5)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(F)=CC=C3)C4=C(C=C(N(CC)CCCN(C)C)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(C)C=C3)C4=C(C=C(N(CC)CCCN(C)C)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(C)=C(OC)C(C)=C3)C4=C(C=C(N(CC)CCCN(C)C)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(F)C(C)=C3)C4=C(C=C(N(CC)CCCN(C)C)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(CCC)C=C3)C4=C(C=C(N(CC)CCCN(C)C)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(OC)C=C3)C4=C(C=C(N(CC)CCCN(C)C)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(OC4=CC=CC=C4)C=C3)C5=C(C=C(N(CC)CCCN(C)C)C=C5)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC(C=CC=C4)=C4C=C3)C5=C(C=C(N(CC)CCCN(C)C)C=C5)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(SC)C=C3)C4=C(C=C(N(CC)CCCN(C)C)C=C4)OC2=C1,O,
[NH2+]=C1C=CC2=C(C3=CC=C(C4=CC=CC=C4)C=C3)C5=C(C=C(N(CC)CCCN(C)C)C=C5)OC2=C1,O,
[H]/[N+]([H])=C1C=CC2=C(C3=CC=CC=C3C([O-])=O)C4=CC=C(N([H])[H])C=C4OC2=C\1,O,0.88
C/[N+]([H])=C1C=CC2=C(C3=CC=CC=C3C([O-])=O)C4=CC=C(N([H])C)C=C4OC2=C\1,O,
C/[N+](C)=C1C=CC2=C(C3=CC=CC=C3C([O-])=O)C4=CC=C(N(C)C)C=C4OC2=C\1,O,0.41
CC1=C(NCC)C=C(O2)C(C(C3=CC=CC=C3C([O-])=O)=C(C=C/4C)C2=CC4=[NH+]\CC)=C1,O,0.48
CCN(CC)C1=CC=C(C(C2=CC=CC=C2C([O-])=O)=C(C=C/3)C4=CC3=[N+](CC)\CC)C(O4)=C1,O,0.18
CCNC1=C(C)C=C(C(C2=CC=CC=C2C([O-])=O)=C(C=C/3)C4=CC3=[NH+]\CC)C(O4)=C1,O,0.12
O=C(C1=CC=CC=C1C(C2=CC=C(N3CCC3)C=C2O4)=C(C=C/5)C4=CC5=[N+]6CCC\6)[O-],O,0.88
O=C(C1=CC=CC=C1C(C2=CC=C(N3CCCC3)C=C2O4)=C(C=C/5)C4=CC5=[N+]6CCCC\6)[O-],O,0.74
O=C(C1=CC=CC=C1C(C2=CC=C(N3CCCCC3)C=C2O4)=C(C=C/5)C4=CC5=[N+]6CCCCC\6)[O-],O,0.1
O=C(C1=CC=CC=C1C(C2=CC=C(N3CCCCCC3)C=C2O4)=C(C=C/5)C4=CC5=[N+]6CCCCCC\6)[O-],O,0.25
O=C(C1=CC=CC=C1C(C2=CC3=C(NCCC3)C=C2O4)=C5C4=CC6=[NH+]CCCC6=C5)[O-],O,0.83
O=C(C1=CC=CC=C1C(C2=CC3=C(N4CCC3)C(CCC4)=C2O5)=C6C5=C7C8=[N+](CCC7)CCCC8=C6)[O-],O,0.3
